statut,ident,nom,surface_gla,date_ouverture,nb_annees_ouverture,date_fermeture,nb_places_de_parking,nb_boutiques,typologie_cc,typologie_cc_encoded,typologie_cc_long,adresse1,adresse2,adresse3,code_postal,nom_ville,bp,code_postal_2,ville_adresse,telephone,fax,internet,gestionnaires,responsables,enseignes,longitude,latitude,verif,ids_magasins,code_insee,commune,departement,region,altitude_moyenne,superficie,population,code_commune,code_departement,code_region,coordonnees,polygon,imbs,boutiques_vertes
CENTRE COMMERCIAL,113362,LA GALERIE SAINT-JEAN,35400,1979-02-14T00:00:00.000Z,45.0,,1800.0,70,GCC,2,2/ GRAND CENTRE COMMERCIAL,ZI LE BREZET,BOULEVARD SAINT-JEAN,,63100,CLERMONT-FERRAND,,,,473919026.0,,HTTPS://WWW.LA-GALERIE.COM/SAINT-JEAN,MERCIALYS,,INTERMARCHE SUPER | CLEOR | ADOPT' | BODY MINUTE | BCHEF | LE COMPTOIR DE MATHILDE | LA BOUTIQUE DU COIFFEUR | ETAM LINGERIE | DALERY | LE MONDE DU MACARON | SAINT ALGUE | CALZEDONIA | SWAROVSKI | KIKO | SEPHORA | PIL'VITE | JEFF DE BRUGES | CARTAPLAC | HISTOIRE D'OR | YVES ROCHER | OKAIDI | PROMOD | CHRISTINE LAURE | BURGER KING | WELCOM' | LE DRIVE INTERMARCHE | FEU VERT | ARMAND THIERY FEMME | ARMAND THIERY HOMME | ROUGEGORGE LINGERIE | RIU PARIS | H & M | MORGAN | MANGO | KRYS | ATOL LES OPTICIENS | BONOBO | BREAL | NAF NAF | MICROMANIA-ZING | COURIR | NOCIBE | LEROY MERLIN,3.1198011487799,45.783740406495,1,464|516521|508866|477768|475661|453951|451722|419937|419820|413977|410586|409810|409734|404709|404585|403839|322421|275756|247943|245903|245900|245891|210790|205797|189481|186570|186340|174458|174457|173160|168132|166689|166688|163028|162451|161824|159970|159116|153621|148729|132506|48459|20771,63113,CLERMONT-FERRAND,PUY-DE-DOME,AUVERGNE,370.0,4307.0,138.6,113,63,83,"(45.783740406495, 3.1198011487799002)","POLYGON ((3.1199118 45.7835052, 3.1198741 45.7833399, 3.1199007 45.783337, 3.1198947 45.783309, 3.1198463 45.7833144, 3.1198395 45.7832859, 3.1198159 45.7831863, 3.1198317 45.7831846, 3.1197292 45.782748, 3.1197864 45.7827416, 3.1197591 45.7826273, 3.1197528 45.7826281, 3.1197224 45.7824995, 3.1202293 45.7824409, 3.120276 45.7824355, 3.1202815 45.782459, 3.1202856 45.7824764, 3.1204927 45.7824524, 3.1206633 45.7824327, 3.1207155 45.7824267, 3.1207219 45.7824505, 3.1207236 45.7824588, 3.1209751 45.7824815, 3.1209869 45.7824172, 3.1215146 45.7824651, 3.121502 45.7825298, 3.1216052 45.7825393, 3.1215989 45.782576, 3.1216339 45.7827247, 3.1216462 45.7827772, 3.1219127 45.7828084, 3.1219772 45.7831099, 3.1217238 45.7831352, 3.1217103 45.7830845, 3.1216199 45.7830946, 3.1216295 45.7831368, 3.121217 45.7831844, 3.1212531 45.7833384, 3.1216655 45.7832908, 3.1217176 45.7835129, 3.1217763 45.7835061, 3.1217827 45.7835333, 3.121724 45.78354, 3.121913 45.7843428, 3.1214997 45.7843904, 3.1215174 45.7844659, 3.1212112 45.7845009, 3.1212104 45.7844988, 3.1211136 45.7845098, 3.1210992 45.784448, 3.1208208 45.78448, 3.1208095 45.7844324, 3.1205502 45.7844628, 3.1205606 45.7845041, 3.1203115 45.7845332, 3.1203019 45.7844944, 3.1201718 45.7845104, 3.1201702 45.784507, 3.1200988 45.784515, 3.1200235 45.7841965, 3.1201005 45.7841877, 3.1200901 45.7841439, 3.1200401 45.7841493, 3.1200167 45.7840457, 3.1200113 45.784022, 3.1200597 45.7840165, 3.1200508 45.7839802, 3.1200231 45.7839832, 3.1199238 45.783554, 3.1199118 45.7835052))","[['IMB/63113/C/00PO', 3.120704, 45.78381]]","Intermarché Hyper (45.783859, 3.121173); Yves Rocher (45.782905, 3.120643); Orange (45.783479, 3.120072); Pharmacie Alpha (45.783970, 3.120131); Brasserie Romeu (45.782573, 3.119852); Bar Romeu (45.783227, 3.120093); Bchef - Clermont Ferrand St Jean Le Brezet (45.782692, 3.120656); Leroy Merlin (45.784768, 3.120644); La galerie Saint-Jean (45.783475, 3.120850); Feu Vert (45.782012, 3.121970); Leroy Merlin (45.785484, 3.120331); Burger King (45.782604, 3.118997)"
CENTRE COMMERCIAL,113363,ESPACE COTY,26593,1999-10-05T00:00:00.000Z,25.0,,900.0,82,CCR,3,3/ CENTRE COMMERCIAL REGIONAL,22 RUE CASIMIR PERIER,,,76600,LE HAVRE,,,,232748687.0,,HTTPS://ESPACE-COTY.KLEPIERRE.FR/,KLEPIERRE,BENOIT HERON (DIRECTEUR CENTRE COMMERCIAL) | MATTHIEU TISSOT (DIRECTEUR COMMERCIALISATION),MONOPRIX | BASIC FIT | ERAM | PITAYA | LE PALAIS DES THES | NAF NAF | ELSIE SANTE | WAFFLE FACTORY | LEVI'S STORE | LA BOUTIQUE DU COIFFEUR | TROIS PAR 3 | KUSMI TEA | PIL'VITE | JEFF DE BRUGES | COFFEA | 5ASEC | NORMAL | LOUIS PION | HISTOIRE D'OR | TRESOR | CLAIRE'S | MARIONNAUD PARIS | HEMA | CARRE BLANC | CHRISTINE LAURE | KIKO | VALEGE LINGERIE | MC DONALD'S | MICROMANIA-ZING | ORANGE | ARMAND THIERY FEMME | YVES ROCHER | RIU PARIS | LE COLLECTIF DES LUNETIERS | JULES | ETAM LINGERIE | PROMOD | OKAIDI | NICOLAS | COURIR | CASA | LE COMPTOIR DE MATHILDE | UNDIZ | GRANDOPTICAL | MANGO | ARMAND THIERY HOMME | SEPHORA | FNAC,0.11102760415389,49.495342813471005,1,44248|517224|517097|515164|511683|461619|458121|453953|440582|427309|419961|417795|403805|322577|284306|254063|252856|252855|248431|248210|248155|234314|221601|219057|210812|210537|207847|204877|198023|190206|174515|172590|168194|161603|149547|147085|144902|141947|137995|132972|127775|126391|126281|125859|48302|48094|47890|44246,76351,LE HAVRE,SEINE-MARITIME,HAUTE-NORMANDIE,36.0,5471.0,177.3,351,76,23,"(49.495342813471005, 0.11102760415389)","POLYGON ((0.1111645 49.4962743, 0.1110804 49.4964323, 0.1110659 49.4964489, 0.1110453 49.4964665, 0.1110179 49.4964847, 0.1109908 49.4964978, 0.1109587 49.4965096, 0.1109208 49.4965187, 0.1108806 49.4965239, 0.110844 49.4965255, 0.1108152 49.4965242, 0.1107815 49.4965196, 0.1107413 49.4965098, 0.1107039 49.4964963, 0.1106734 49.4964811, 0.1106562 49.4964699, 0.1106352 49.4964525, 0.1106169 49.4964306, 0.1106061 49.4964128, 0.1106002 49.4963988, 0.1105953 49.4963811, 0.1105925 49.4963559, 0.1105939 49.4963327, 0.1106028 49.4963116, 0.1107168 49.4960934, 0.111109 49.4953504, 0.1111267 49.4953527, 0.1111472 49.4953074, 0.1112051 49.4951889, 0.1112206 49.4951711, 0.1112304 49.4951644, 0.1112392 49.495159, 0.1112696 49.4951478, 0.1112936 49.4951434, 0.1113328 49.4951419, 0.1113622 49.4951457, 0.1113905 49.4951559, 0.111407 49.4951644, 0.1114175 49.4951729, 0.111428 49.4951819, 0.1114344 49.4951886, 0.1114383 49.4951954, 0.1114404 49.4952017, 0.1114418 49.4952218, 0.1114712 49.4952263, 0.1114909 49.4951816, 0.1116076 49.4952034, 0.1115985 49.495227, 0.111606 49.4952297, 0.1116855 49.4950634, 0.111725 49.4950701, 0.1117313 49.4950508, 0.1127489 49.4952284, 0.1127012 49.495332, 0.1123086 49.4961047, 0.1121565 49.4964142, 0.1121313 49.4964656, 0.112091 49.4964577, 0.1120988 49.4964416, 0.1120862 49.4964394, 0.112048 49.4965121, 0.1119636 49.4964945, 0.1119158 49.4964845, 0.1119051 49.4964823, 0.1118516 49.4964711, 0.1118728 49.4964283, 0.1116994 49.4963901, 0.1117243 49.4963423, 0.1113313 49.4962401, 0.1113154 49.496236, 0.111269 49.4963008, 0.1112287 49.4962906, 0.1111645 49.4962743))","[['IMB/76351/C/PUDJ', 0.112146, 49.4961], ['IMB/76351/C/Q2CQ', 0.111546, 49.49561], ['IMB/76351/C/PUDM', 0.112459, 49.49555], ['IMB/76351/C/PU8G', 0.112159, 49.49517], ['IMB/76351/C/SRK2', 0.110983, 49.49618], ['IMB/76351/C/PUDK', 0.112266, 49.49588]]","Monoprix (49.495946, 0.111165); Lab'O (49.495570, 0.111985); McDonald's (49.496904, 0.111555); Zac Coty (49.495222, 0.112463); Le Havre Coty (49.495545, 0.112487); Crêperie Coty (49.496124, 0.112205); Fnac (49.495891, 0.111422); Éram (49.495892, 0.111605); HEMA (49.495227, 0.111331); Yves Rocher (49.495546, 0.111730); Orange (49.496137, 0.110282); Pitaya (49.496874, 0.111229); Kids Around (49.496464, 0.110805); MiLOME (49.496082, 0.111837); Echoppe des sorciers (49.496084, 0.111562); Basic-Fit (49.495735, 0.111184); Micromania (49.495265, 0.111750); Maison Yvonne (49.496009, 0.111883); Nicolas (49.495819, 0.111636); Family's games (49.496004, 0.111725); Sephora (49.495465, 0.111559); Normal (49.495247, 0.111672); Printemps (49.496309, 0.110900); Espace Coty (49.495788, 0.111671); Coty (49.495700, 0.111713)"
CENTRE COMMERCIAL,113388,WESTFIELD PARLY 2,123000,1969-11-04T00:00:00.000Z,54.0,,4620.0,190,CCSR,4,4/ CENTRE COMMERCIAL SUPER REGIONAL,2 AVENUE CHARLES DE GAULLE,,,78150,LE CHESNAY,,78158.0,LE CHESNAY CEDEX,139231260.0,,FR.WESTFIELD.COM/PARLY2,UNIBAIL RODAMCO-WESTFIELD,PAULINE ARION (DIRECTEUR CENTRE COMMERCIAL),AUCHAN SUPERMARCHE GOURMAND | INTERSPORT | KING JOUET | LE BAR A ONGLES? BY V | NORMAL | DEVRED 1902 | CLAIRE'S | STARBUCKS | INDIANA CAFE | ATOL LES OPTICIENS | INTIMISSIMI | CLEOR | PITAYA | FREE CENTER | DYSON | BODY MINUTE | SNIPES | BOCONCEPT | WAFFLE FACTORY | BEXLEY | DARTY CUISINE | IZAC | RITUALS | NESPRESSO | CALZEDONIA | UNIQLO | LE PALAIS DES THES | FOOT LOCKER | JOTT | HEMA | OLIVIERS & CO | MAISONS DU MONDE | LOUIS PION | PANDORA | ARMAND THIERY HOMME | BA&SH | JEAN LOUIS DAVID | COSMOPARIS | JEFF DE BRUGES | OKAIDI | DRAEGER PARIS | CLAUDIE PIERLOT | IKKS JUNIOR | ZARA HOME | UNDIZ | SEPHORA | BLEU LIBELLULE | HUGO BOSS | LUSH | FRANCK PROVOST | FINSBURY | COMTESSE DU BARRY | ALTO CAFE | 5ASEC | TOMMY HILFIGER | SWAROVSKI | MONTRE SERVICE | MAUBOUSSIN | MARC ORIAN | HISTOIRE D'OR | LEVI'S STORE | GEOX | FATHER & SONS | LACOSTE | CAFE COTON | THE KOOPLES | MAJE | APPLE STORE | MADURA | DU BRUIT DANS LA CUISINE | SANDRO | ZADIG ET VOLTAIRE | L'OCCITANE | PAUL | MC DONALD'S | LA BRIOCHE DOREE | DEL ARTE | GERARD DAREL | BOUYGUES TELECOM | ORANGE | ESPACE SFR | IKKS WOMEN MEN | ZAPA | YVES ROCHER | PRINCESSE TAM-TAM | JULES | CELIO | MORGAN | GENERALE D'OPTIQUE | ADIDAS | MAISON 123 | FIGARET PARIS | DARJEELING | MANGO | CYRILLUS | PETIT BATEAU | AIGLE | NICOLAS | CAROLL | PIMKIE | MANFIELD | PROMOD | ERAM | COURIR | ALAIN AFFLELOU | OPTIC 2000 | LES OPTICIENS CONSEILS | ETAM LINGERIE | NATURE ET DECOUVERTES | GRANDOPTICAL | JACADI | FNAC | NOCIBE | ETAM | GO SPORT | ZARA | TRUFFAUT | DARTY | PRINTEMPS | LE BHV/PARLY 2 | MONOPRIX,2.1174607905379,48.828543326716,1,2940|517220|517219|517217|517159|516208|515646|515354|514837|514254|477751|477497|474680|472830|471203|470098|468463|465273|462541|462093|457923|452159|449044|446991|443019|440668|440648|440646|440449|439322|437964|437942|428387|424720|420517|418373|411916|410614|410612|410609|409851|408983|408896|407080|405708|404656|396510|387776|339230|304715|300341|286169|257801|254057|252125|250570|249601|248893|248172|248126|243886|236240|225317|224999|224189|223533|222116|220966|214961|214318|211647|211343|207148|206669|204913|203533|202622|194196|190194|190193|190192|184010|184009|172680|171276|166221|159785|156474|149470|148660|147273|145756|145100|143675|142830|142719|141305|138022|136606|136438|135471|133834|133770|133030|130364|129904|129439|126279|125971|125734|124398|50202|45951|44993|42918|42802|24309|20130|14680|14647|12337,78158,LE CHESNAY,YVELINES,ILE-DE-FRANCE,141.0,430.0,29.2,158,78,11,"(48.828543326716, 2.1174607905379)","POLYGON ((2.1157384 48.8285645, 2.1157296 48.8285494, 2.1156832 48.8285623, 2.1156362 48.8285754, 2.1156461 48.8285909, 2.1155199 48.8286282, 2.1155548 48.8286808, 2.1155863 48.8286716, 2.1156206 48.8287241, 2.115591 48.8287348, 2.1156006 48.8287498, 2.1154659 48.8287869, 2.1151214 48.8288924, 2.1150694 48.8288461, 2.1150255 48.8288118, 2.1150063 48.8287851, 2.1148872 48.8288205, 2.1147943 48.8286798, 2.1146467 48.8287233, 2.1146249 48.8287297, 2.1145506 48.8286197, 2.1145769 48.828611, 2.1145999 48.8286046, 2.1146056 48.8286108, 2.1146314 48.8286028, 2.1146083 48.8285671, 2.1145053 48.8284147, 2.1144263 48.8282987, 2.1143328 48.8281633, 2.1143902 48.8279115, 2.1146419 48.8278356, 2.1149604 48.8277434, 2.1153503 48.8276266, 2.1155762 48.8279557, 2.115791 48.8278936, 2.1159456 48.8278462, 2.1159668 48.8278397, 2.1160603 48.8278109, 2.1163601 48.8277227, 2.1165584 48.8276654, 2.1168669 48.8275742, 2.1168739 48.8275712, 2.1168446 48.8275241, 2.1169279 48.8274987, 2.1169608 48.8275457, 2.1173688 48.8274258, 2.1173846 48.8274209, 2.1174668 48.8273955, 2.1175722 48.8273646, 2.1175942 48.8273582, 2.1176652 48.8273374, 2.1182254 48.8271713, 2.1182623 48.8271603, 2.1182932 48.8272044, 2.1183152 48.8272368, 2.118355 48.8272958, 2.1183648 48.8273128, 2.1183836 48.8273396, 2.1184012 48.8273646, 2.1184419 48.8274217, 2.1184839 48.8274815, 2.118498 48.8275017, 2.1186607 48.8277416, 2.1184706 48.8277979, 2.1182643 48.8278596, 2.1184224 48.8280899, 2.1181836 48.8281596, 2.1178102 48.8282711, 2.1177715 48.828215, 2.1176286 48.8280061, 2.1171658 48.828145, 2.1171527 48.8281266, 2.1171043 48.8281414, 2.1170551 48.828157, 2.1170654 48.8281737, 2.1165878 48.8283126, 2.1158968 48.8285184, 2.1157384 48.8285645))",[],"Monoprix (48.827397, 2.118203); Pharmacie du Trianon (48.828370, 2.115468); Darty (48.828723, 2.115244); Auchan Gourmand (48.828267, 2.114635); Printemps (48.828015, 2.115166); McDonald's (48.826480, 2.117414); Fnac (48.825831, 2.118104); Truffaut (48.826472, 2.114894); Le BHV (48.828080, 2.118046); Yves Rocher (48.827718, 2.117443); Lick Le Chesnay (48.827837, 2.118073); Ikks (48.827909, 2.116935); Ikks Women Men (48.828174, 2.115937); Chanel (48.828189, 2.115204); Lindt (48.827663, 2.117026); Starbucks (48.827765, 2.117914); Paul (48.827735, 2.117284); Lenôtre (48.827345, 2.118166); Cabaïa (48.828020, 2.116002); Boucherie Nivernaise (48.827402, 2.117973); Veng Hour (48.827377, 2.118078); Hollister (48.828624, 2.115367); Nicolas (48.827430, 2.117904); Courir (48.828092, 2.115825); Adidas (48.828247, 2.116133); GO Sport (48.828469, 2.114760); Brioche Dorée (48.828090, 2.116360); Uniqlo (48.827690, 2.118184); Apple Store (48.826634, 2.116882); Draeger (48.827979, 2.118115); Montre Service (48.828318, 2.115871); L'Atelier du Sourcil (48.828184, 2.114965); Histoire d'Or (48.828490, 2.115685); Lush (48.828194, 2.116325); Mango (48.828219, 2.116238); Lacoste (48.826828, 2.116015); Éram (48.828277, 2.116036); Pimkie (48.827930, 2.117281); Jean Louis David (48.828166, 2.116417); Orange (48.827883, 2.115050); Maison 123 (48.826698, 2.117916); Pitaya (48.826127, 2.118374); Dyson (48.826603, 2.116016); Zara (48.826582, 2.117094); Pandora (48.827036, 2.116567); Etam (48.826947, 2.117005); Undiz (48.826911, 2.117142); Nourra (48.827447, 2.117809); Linvosges (48.827940, 2.116626); Lacoste (48.828455, 2.115804); Starbucks (48.828545, 2.115545); Indiana cafe (48.828727, 2.115501); DS café (48.828763, 2.114893); Centre Commercial de Parly 2 (48.827772, 2.116561); Parking D - Parly 2 (48.827521, 2.118294); Westfield Parly 2 (48.828026, 2.116497)"
CENTRE COMMERCIAL,113390,DAX 2000,14700,1975-11-13T00:00:00.000Z,48.0,,900.0,21,PCC,1,1/ PETIT CENTRE COMMERCIAL,BOULEVARD YVES DU MANOIR,40 BOULEVARD DES SPORTS,,40100,DAX,,,,558588179.0,,,NEXITY-LAMY BAYONNE,JULIEN MUNCH (DIRECTEUR DE L'HYPERMARCHE),CARREFOUR | HISTOIRE D'OR | CARREFOUR DRIVE | GENERALE D'OPTIQUE | BEAUTY SUCCESS,-1.0424853215057,43.709782277079,1,70|439463|215060|181484|164706,40088,DAX,LANDES,AQUITAINE,14.0,1970.0,21.0,88,40,72,"(43.709782277079, -1.0424853215057)","POLYGON ((-1.045096 43.70889, -1.045105 43.708846, -1.045118 43.708764, -1.045131 43.708666, -1.045142 43.708592, -1.0451522 43.708527, -1.045159 43.708484, -1.045213 43.708488, -1.0452212 43.7084262, -1.045228 43.708375, -1.0452484 43.7082246, -1.045251 43.708205, -1.045077 43.708193, -1.045083 43.708167, -1.045033 43.7081546, -1.0443993 43.7079982, -1.04435 43.707986, -1.044343 43.708005, -1.0443257 43.7080016, -1.044274 43.707991, -1.044235 43.708093, -1.044215 43.708089, -1.0440878 43.7084186, -1.044058 43.708496, -1.04413 43.70851, -1.044099 43.708582, -1.04421 43.708607, -1.044197 43.708638, -1.044227 43.708645, -1.044209 43.708685, -1.044722 43.708803, -1.045096 43.70889))","[['IMB/40088/X/1UTT', -1.044824, 43.70827]]","E.Leclerc (43.708436, -1.044657); Parapharmacie E. Leclerc (43.708241, -1.044525); Carrefour (43.709137, -1.042108)"
CENTRE COMMERCIAL,113394,PEGASE,15423,1995-01-01T00:00:00.000Z,29.0,,1300.0,27,PCC,1,1/ PETIT CENTRE COMMERCIAL,ZI LES BOZEES,60 AVENUE DE LA C.E.,,53000,LAVAL,,53061.0,LAVAL CEDEX 9,243497100.0,,,,VINCENT JAUD (DIRECTEUR DE L'HYPERMARCHE),CENTRE E.LECLERC | CACHE CACHE | KIABI | CHAUSSEA | INTERSPORT | E.LECLERC DRIVE | ACTION | COIFF & CO | FRANCK PROVOST | LE MANEGE A BIJOUX E.LECLERC | JULIEN D'ORCEL | FLUNCH | LECLERC PARAPHARMACIE | ALAIN AFFLELOU | NOCIBE,-0.7350061619054901,48.05510222791701,1,18419|455163|424001|416744|415541|414282|413663|411586|304703|249904|249384|202754|185597|130122|46120,53130,LAVAL,MAYENNE,PAYS DE LA LOIRE,82.0,3431.0,51.2,130,53,52,"(48.055102227917004, -0.7350061619054901)","POLYGON ((-0.7348549 48.0559297, -0.7349668 48.0558529, -0.7349567 48.0555806, -0.7349512 48.0554394, -0.7349391 48.0551129, -0.7349513 48.0551116, -0.7349282 48.0547172, -0.7349173 48.0547166, -0.7349004 48.0543898, -0.7348936 48.0542487, -0.7348876 48.0541372, -0.7348763 48.053916, -0.7347232 48.0539196, -0.7346651 48.0539209, -0.7345957 48.0539224, -0.7343204 48.0539274, -0.7343324 48.054149, -0.7343395 48.0542564, -0.7340453 48.0542624, -0.7340268 48.0539324, -0.7333694 48.0539479, -0.7334075 48.0547949, -0.7334558 48.055754, -0.7343818 48.0557338, -0.7343719 48.0554462, -0.7344899 48.0554441, -0.7345077 48.0556997, -0.7345702 48.0557012, -0.7345785 48.0558443, -0.7345838 48.0559358, -0.734689 48.0559334, -0.7348549 48.0559297))","[['IMB/53130/X/0BSA', -0.734113, 48.05468]]",
CENTRE COMMERCIAL,113399,LES SEPT CHEMINS,16130,1988-11-15T00:00:00.000Z,35.0,,1600.0,45,GCC,2,2/ GRAND CENTRE COMMERCIAL,236 AVENUE FRANKLIN ROOSEVELT,,,69120,VAULX-EN-VELIN,,,,,,HTTP://WWW.LESSEPTCHEMINS.COM,CARMILA,CHRISTOPHE D'HEUCQUEVILLE (DIRECTEUR CENTRE COMMERCIAL) | MELANIE BERNUS (RESPONSABLE COMMERCIALISATION REGION SUD-EST),CARREFOUR | NORMAL | BASIC FIT | LA BOUTIQUE DU COIFFEUR | AKSES | ACTION | DALERY | PIL'VITE | CARREFOUR VOYAGES | CARREFOUR DRIVE | FRANCK PROVOST | YVES ROCHER | MONTRES AND CO | HISTOIRE D'OR | CARADOR | ADOPT' | ESPACE SFR | BOUYGUES TELECOM | PROMOD | GENERALE D'OPTIQUE | ALAIN AFFLELOU | KRYS | MARIONNAUD PARIS,4.9314695266789,45.747779634555,1,1119|517197|464439|462744|452287|442973|419929|403819|398449|397683|305516|253031|249524|248589|247875|208287|192256|192253|182008|181548|179537|162493|51100,69256,VAULX-EN-VELIN,RHONE,RHONE-ALPES,174.0,2102.0,40.3,256,69,82,"(45.747779634554995, 4.9314695266789)","POLYGON ((4.929094 45.7474684, 4.9290767 45.7474074, 4.9286217 45.7474708, 4.9284245 45.7467531, 4.9287164 45.7465867, 4.9287703 45.7466289, 4.9291492 45.7463975, 4.9293797 45.7465825, 4.9293777 45.7465837, 4.9292403 45.7466677, 4.929139 45.7467295, 4.9291464 45.7467571, 4.9296459 45.7466894, 4.9296215 45.7466013, 4.9300008 45.7465509, 4.9300978 45.746538, 4.9299839 45.7461154, 4.9299767 45.7460885, 4.929969 45.74606, 4.9304274 45.7459986, 4.9305911 45.7465969, 4.9305967 45.746601, 4.9306036 45.746603, 4.930661 45.746595, 4.9306929 45.746713, 4.9306567 45.7467175, 4.9306325 45.7467205, 4.9306269 45.7467263, 4.9306949 45.7469764, 4.9311094 45.7469204, 4.9311251 45.7469777, 4.9311967 45.7472386, 4.931146 45.747298, 4.931157 45.747335, 4.931174 45.747333, 4.9311928 45.7474, 4.9312482 45.7473924, 4.931265 45.7474615, 4.931157 45.747572, 4.9311532 45.7475759, 4.930951 45.747603, 4.930944 45.747574, 4.9308246 45.7475829, 4.9308202 45.7475739, 4.9307059 45.74759, 4.930706 45.747591, 4.9305109 45.7476046, 4.9305078 45.7475969, 4.9303872 45.7476137, 4.9302239 45.7476365, 4.930046 45.747669, 4.929902 45.747704, 4.929701 45.747763, 4.929544 45.747819, 4.929359 45.747894, 4.9292517 45.7479443, 4.929131 45.748007, 4.929129 45.748002, 4.9289726 45.7480222, 4.928991 45.748091, 4.9288976 45.7481525, 4.928829 45.74812, 4.9288 45.7481069, 4.9286377 45.7475314, 4.929094 45.7474684))","[['IMB/69256/C/030A', 4.930153, 45.74749], ['IMB/69256/X/04MG', 4.930006, 45.74683]]","Yves Rocher (45.747102, 4.929857); Pharmacie des Sept Chemins (45.747078, 4.930378); Carrefour (45.746927, 4.929603); Banette (45.748004, 4.928894); Basic-Fit (45.747521, 4.931124); Action (45.747139, 4.930918); CARADOR (45.747552, 4.929960); Centre commercial Les 7 Chemins (45.747076, 4.929845)"
